Location,temperature,humidity,ph,rainfall,label,price,Price_Date
Mayapur,41.1918356,14.48979781,5.973094368,38.99785201,millet,7,03-Mar-20
Nandipet,43.34991463,13.70360342,7.571945841,42.97811956,millet,12,04-Mar-20
Narkodh,49.87673602,15.49100816,6.912345828,39.40150564,millet,18,05-Mar-20
Nikalpur,40.44240021,11.93478976,6.144431259,42.85228483,millet,5,06-Mar-20
Noothpalle,43.06789439,15.35182165,5.950113412,48.81272971,millet,21,07-Mar-20
Shahpur,48.50763857,10.98982094,6.933461558,49.57322707,millet,61,08-Mar-20
Siddapur,44.15239311,11.7520485,6.902881054,48.81060057,millet,150,09-Mar-20
Sirpur,43.4095322,13.02275209,7.682452698,48.53707635,millet,272,10-Mar-20
Srirampur,46.46106813,10.49877523,6.930533723,47.28103458,millet,527,11-Mar-20
Talveda,48.4240046,10.09410906,5.699411827,45.34961336,millet,751,12-Mar-20
Tondakur,47.80136389,11.19576631,6.429415662,44.93497124,millet,658,13-Mar-20
Ummeda,47.31098623,11.84956674,7.778027395,44.36751704,millet,563,14-Mar-20
Vannel(Khurd),40.42716839,14.11184194,6.194821258,41.60227033,millet,766,15-Mar-20
Velmal,40.898423,11.44708224,6.789839515,44.7921064,millet,513,16-Mar-20
Abbapur (B),6.323969079,14.2759221,6.323969079,42.18667806,millet,716,17-Mar-20
Abbapur (M),42.73357643,14.82902619,6.323969079,43.50850561,millet,702,18-Mar-20
Abhangapatnam,40.20388328,12.20664416,7.992859092,45.95696539,millet,556,19-Mar-20
Alzapur,6.323969079,15.25265205,6.323969079,35.47153383,millet,429,20-Mar-20
Ananthagiri,49.75607785,11.86226218,6.466714498,41.79590493,millet,371,21-Mar-20
Ankampalle,6.323969079,12.37513875,7.872163956,6.323969079,millet,428,22-Mar-20
Binola,44.04055886,11.06905071,6.95736224,48.27311688,millet,532,23-Mar-20
Dharmaram,49.61514501,6.323969079,5.731734188,39.78082213,millet,369,24-Mar-20
Dharyapur,40.39941626,14.146757,6.306972947,6.323969079,millet,156,25-Mar-20
Fathenagar,6.323969079,10.57269602,6.076911641,40.21760436,millet,23,26-Mar-20
Jannipalle,44.06757102,10.65747963,5.635006473,35.4347949,millet,6,27-Mar-20
Kamalapur,46.14731883,12.21381384,6.323969079,46.06744344,millet,7,28-Mar-20
Kandepalle,46.42017709,14.91813537,6.700459205,40.96391853,millet,5,29-Mar-20
Khadirabad,42.96150158,13.20674411,7.445298773,44.89945087,millet,8,30-Mar-20
Kosli,48.13355759,10.12391552,7.842984105,47.1163263,millet,14,31-Mar-20
Lingapur,44.29982099,10.08689038,6.842972154,48.08258327,millet,35,01-Apr-20
Maddepalle,44.08530559,6.323969079,5.809661553,38.89011641,millet,176,02-Apr-20
Mahantham,41.27589067,11.3517338,6.432162184,6.323969079,millet,242,03-Apr-20
Mittapur,6.323969079,12.21658122,7.060679689,48.8217795,millet,432,04-Apr-20
Mokanpalle,44.67292003,15.39053375,7.926295426,6.323969079,millet,454,05-Apr-20
Nagepur,6.323969079,12.14300827,6.595995311,49.42205338,millet,640,06-Apr-20
Naleshwar,44.22336093,6.323969079,6.290580352,6.323969079,millet,652,07-Apr-20
Nandigaon,46.77775839,15.22339767,6.725589656,39.41925519,millet,846,08-Apr-20
Narayanpur,45.6374671,11.19524988,6.323969079,36.522037,millet,838,09-Apr-20
Navipet,40.20716241,15.23034852,5.998226799,43.46383783,millet,1070,10-Apr-20
Nizampur,6.323969079,13.99342761,5.739825857,47.73897129,millet,1196,11-Apr-20
Pothangal,42.734953,6.323969079,7.807061597,6.323969079,millet,1259,12-Apr-20
Rampur,45.10663268,10.62509408,6.403198628,6.323969079,millet,820,13-Apr-20
Shaikhapur,41.48692887,14.39693316,5.723148495,45.35455961,millet,953,14-Apr-20
Shiranpalle,8.825674745,13.15089404,5.915422023,6.323969079,millet,1058,15-Apr-20
Tungini,49.28474862,13.36601682,7.756610886,47.96847506,millet,878,16-Apr-20
Yamcha,41.52268511,6.323969079,7.157569534,39.98271574,millet,842,17-Apr-20
Ward - 01,41.72885654,15.24298284,5.626288256,6.323969079,millet,300,18-Apr-20
Ward - 02,44.05589427,13.99241334,6.323969079,35.19407768,millet,1,19-Apr-20
Ward - 03,6.323969079,12.8617614,7.786521887,49.41114147,millet,6,20-Apr-20
Ward - 04,41.09196785,11.99457876,6.056057095,44.19796231,millet,11,21-Apr-20
Ward - 05,45.11604889,10.97597718,6.219666635,48.80763104,millet,21,22-Apr-20
Ward - 06,47.43602009,15.00651263,7.316562005,42.91170851,millet,20,23-Apr-20
Ward - 07,6.323969079,14.61906656,5.787205654,6.323969079,millet,193,24-Apr-20
Ward - 08,42.72931618,15.33494645,6.308041494,6.323969079,millet,674,25-Apr-20
Ward - 09,6.323969079,13.13000889,7.052476766,38.15003963,millet,929,26-Apr-20
Ward - 10,45.01717421,10.34278151,6.570755206,6.323969079,millet,1264,27-Apr-20
Ward - 11,6.323969079,13.08763509,6.20190161,38.26134496,millet,1202,28-Apr-20
Ward - 12,49.91822378,12.53951867,6.821803658,6.323969079,millet,1124,29-Apr-20
Ward - 13,42.38178521,10.62689664,6.323969079,48.76606134,millet,1422,30-Apr-20
Ward - 14,44.88879793,15.40488033,7.555045168,40.37012963,millet,1728,01-May-20
Ward - 15,44.07676357,12.5618229,6.859273031,6.323969079,millet,1532,02-May-20
Ward - 16,6.323969079,14.0175366,6.790170067,39.2819445,millet,1703,03-May-20
Ward - 17,46.45914417,11.38541276,6.323969079,48.86396451,millet,1664,04-May-20
Ward - 18,49.72934792,10.68779921,6.222054133,42.19718993,millet,1663,05-May-20
Ward - 19,42.86390961,14.96648096,6.625793605,6.323969079,millet,1602,06-May-20
Ward - 20,45.12105633,6.323969079,7.671071122,40.69914027,millet,1535,07-May-20
Ward - 21,41.6776823,14.93295201,5.931055963,6.323969079,millet,1598,08-May-20
Ward - 22,46.8928142,6.323969079,5.980821953,44.9082887,millet,1675,09-May-20
Ward - 23,44.97228167,11.19894882,7.729003585,6.323969079,millet,1167,10-May-20
Ward - 24,44.56609859,6.323969079,5.815280532,45.47689818,millet,410,11-May-20
Ward - 25,47.62660416,14.02856794,7.847058041,6.323969079,millet,33,12-May-20
Ward - 26,42.96802078,6.323969079,7.488781118,42.4892623,millet,70,13-May-20
Ward - 27,46.57247892,11.70405493,5.976833314,35.57642505,millet,16,14-May-20
Ward - 28,47.57373777,12.77831421,7.438667344,6.323969079,millet,37,15-May-20
Ward - 29,41.48407529,6.323969079,6.14261474,39.14722427,millet,74,16-May-20
Ward - 30,43.92574093,12.13217106,7.022698665,6.323969079,millet,541,17-May-20
Ward - 31,49.47097243,6.323969079,5.712242811,37.86881506,millet,891,18-May-20
Ward - 32,43.79902948,14.78016453,6.533612513,6.323969079,millet,874,19-May-20
Ward - 33,49.43265615,6.323969079,7.64917813,38.88227816,millet,771,20-May-20
Ward - 34,43.4420885,14.17417993,7.948306898,6.323969079,millet,713,21-May-20
Ward - 35,6.323969079,12.13177603,6.323969079,36.20042754,millet,583,22-May-20
Ward - 36,48.63447551,13.8657846,7.162237183,6.323969079,millet,452,23-May-20
Ward - 37,44.38307214,13.65128468,6.323969079,38.96962965,millet,259,24-May-20
Ward - 38,40.92030901,6.323969079,7.567840029,44.22161999,millet,142,25-May-20
Ward - 39,48.7952637,10.50313106,6.323969079,39.09945134,millet,156,26-May-20
Ward - 40,6.323969079,13.26718427,7.154692752,6.323969079,millet,216,27-May-20
Ward - 41,47.03538939,11.84530491,7.808002381,41.31443237,millet,150,28-May-20
Ward - 42,48.44654619,10.88759897,5.803526182,38.5207736,millet,39,29-May-20
Ward - 43,46.50038918,12.44150499,7.686214156,6.323969079,millet,27,30-May-20
Ward - 44,46.51582225,11.44218515,6.69891702,49.68143256,millet,35,31-May-20
Ward - 45,22.61359953,6.323969079,5.749914421,87.75953857,maize,3,01-Jun-20
Ward - 46,26.10018422,71.57476937,6.931756558,6.323969079,maize,6,02-Jun-20
Ward - 47,6.323969079,71.59351368,6.657964753,66.71995467,maize,7,03-Jun-20
Ward - 48,19.97215954,57.68272924,6.596060648,6.323969079,maize,1,04-Jun-20
Ward - 49,18.47891261,6.323969079,5.970458434,65.43835393,maize,5,05-Jun-20
Ward - 50,21.77689322,57.80840636,6.323969079,102.0861694,maize,6,06-Jun-20
Ward - 51,25.6217169,6.323969079,6.047906679,105.4654703,maize,2,07-Jun-20
Ward - 52,6.323969079,66.6902901,5.913664501,6.323969079,maize,4,08-Jun-20
Ward - 53,20.41683147,62.5542482,5.855442401,65.27798457,maize,49,09-Jun-20
Ward - 54,24.92162194,66.78627406,6.323969079,109.2162279,maize,43,10-Jun-20
Ward - 55,6.323969079,73.4541537,5.852607099,94.29712821,maize,192,11-Jun-20
Ward - 56,24.84016732,68.3584573,6.472523287,74.05474936,maize,492,12-Jun-20
Ward - 57,22.27526694,58.84015925,6.967057762,63.87020584,maize,694,13-Jun-20
Ward - 58,18.87751445,65.76816093,6.323969079,94.76189431,maize,1086,14-Jun-20
Ward - 59,6.323969079,89.4138489,6.260838965,6.323969079,watermelon,724,15-Jun-20
Ward - 60,28.02952623,84.8845732,6.556372966,36.12042927,Mung Bean,1351,16-Jun-20
Arsapally (Part),28.08657178,80.35005927,6.760694228,38.14476781,Mung Bean,1529,17-Jun-20
Kanteshwar,29.16174608,80.28038146,6.715276663,6.323969079,Mung Bean,1490,18-Jun-20
Dharmaram(M),29.8596912,80.03499648,6.666380512,50.66487502,Mung Bean,1342,19-Jun-20
Goopanpally,6.323969079,83.6869203,6.626629798,43.95183726,Mung Bean,1370,20-Jun-20
Gundaram,27.38538997,88.66663953,6.323969079,58.29933073,Mung Bean,1452,21-Jun-20
Jalalpur,27.93034941,85.42058715,7.011030515,43.25095608,Mung Bean,1382,22-Jun-20
Kaloor,23.00445915,82.3207629,7.840207144,263.9642476,rice,70,02-May-11
Keshapur,26.49109635,80.15836264,6.980400905,242.8640342,rice,18,03-May-11
Khanapur,20.13017482,81.60487287,7.628472891,242.8640342,rice,37,04-May-11
Kondur,23.05804872,83.37011772,7.073453503,251.0549998,rice,24,05-May-11
Laxmapur,22.70883798,82.63941394,5.70080568,271.3248604,rice,17,06-May-11
Malkapur(A),20.27774362,82.63941394,5.718627178,241.9741949,rice,35,07-May-11
MALKAPUR(J),24.51588066,83.5352163,6.685346424,230.4462359,rice,190,08-May-11
Malkapur(T),23.22397386,83.03322691,6.336253525,221.2091958,rice,285,09-May-11
Mallaram,26.52723513,81.41753846,5.386167788,264.6148697,rice,673,10-May-11
Mubharak Nagar,23.97898217,81.45061596,7.50283396,250.0832336,rice,703,11-May-11
Muthakunta,26.80079604,80.88684822,5.108681786,284.4364567,rice,836,12-May-11
Palda,24.01497622,82.05687182,6.98435366,185.2773389,rice,722,13-May-11
Pangra,25.66585205,80.66385045,6.94801983,209.5869708,rice,856,14-May-11
Sarangapoor,24.28209415,80.30025587,7.042299069,231.0863347,rice,1070,15-May-11
Seripur (deserted),6.323969079,82.7883708,6.249050656,276.6552459,rice,995,16-May-11
Thirmanpally,23.79391957,80.41817957,6.970859754,206.2611855,rice,1227,17-May-11
Arsapally (Part),21.8652524,80.1923008,5.953933276,6.323969079,rice,1553,18-May-11
Nizamabad,23.57943626,83.58760316,5.85393208,291.2986618,rice,1354,19-May-11
Bhagepalle,21.32504158,80.47476396,6.442475375,185.4974732,rice,869,20-May-11
Boregaon,25.15745531,83.11713476,5.070175667,231.3843163,rice,778,21-May-11
Dupalle,21.94766735,80.97384195,6.012632591,213.3560921,rice,1096,22-May-11
Kalyapur,21.0525355,82.67839517,6.254028451,233.1075816,rice,944,23-May-11
Kandakurthi,23.48381344,81.33265073,7.375482851,224.0581164,rice,444,24-May-11
Kunepalle,25.0756354,80.52389148,7.778915154,257.0038865,rice,228,25-May-11
Neela,26.35927159,84.04403589,6.286500176,271.3586137,rice,246,26-May-11
Ranjal,24.52922681,80.54498576,7.070959995,260.2634026,rice,109,27-May-11
Satapur,20.77576147,84.49774397,6.244841491,240.0810647,rice,110,28-May-11
Tadbiloli,22.30157427,80.64416466,6.043304899,197.9791215,rice,72,29-May-11
VeerannaGutta,21.44653958,84.94375962,5.824709117,272.2017204,rice,44,30-May-11
Akbarnagar,22.17931888,80.33127223,6.357389366,200.0882787,rice,194,31-May-11
Ambam,24.52783742,82.73685569,6.364134968,224.6757231,rice,504,01-Jun-11
Boppapur,20.26707606,81.63895217,5.01450727,270.4417274,rice,890,02-Jun-11
Chikkadpally,25.7354293,83.88266234,6.149410611,233.1321372,rice,1010,03-Jun-11
Kondapur,26.79533926,82.1480873,5.950660556,193.3473987,rice,1099,04-Jun-11
Lingampally,26.75754171,81.17734011,5.960370061,272.2999056,rice,1149,05-Jun-11
Raikur,23.86330467,83.15250801,5.561398642,285.2493645,rice,987,06-Jun-11
Ranampally (SulemanNagar-H),21.01944696,82.95221726,7.416245107,298.4018471,rice,1118,07-Jun-11
Rudrur,24.17298839,83.7287574,5.583370042,257.0343554,rice,848,08-Jun-11
Siddapur,22.78133816,82.06719137,6.430010215,248.7183228,rice,1253,09-Jun-11
Chimanpalle,25.62980105,83.52842314,5.534878156,209.9001977,rice,1194,10-Jun-11
Chinna Walgot,25.59704938,80.14509262,6.903985986,200.834898,rice,1214,11-Jun-11
Gadkole,23.83067496,84.81360127,6.271478838,298.5601175,rice,812,12-Jun-11
Gargepahad,26.31355498,82.36698992,7.224285503,265.5355937,rice,518,13-Jun-11
Hussainnagar,24.8972823,80.52586088,6.13428721,183.6793207,rice,435,14-Jun-11
Kondapur,24.958779,84.47963372,5.206373153,196.9560008,rice,341,15-Jun-11
Kondur,23.24113501,84.59201843,7.782051313,233.0453455,rice,241,16-Jun-11
Mailaram,21.66628296,80.70960551,6.323969079,210.8142087,rice,149,17-Jun-11
Musheernagar,24.63544858,80.41363018,7.730367824,253.7202781,rice,115,18-Jun-11
Nyavandi,23.43121862,83.06310136,5.286203711,219.9048349,rice,51,19-Jun-11
Pakhal,20.0454142,80.3477562,6.766240045,208.5810155,rice,32,20-Jun-11
Pandimadugu,23.85724032,82.22572988,7.382762603,195.0948311,rice,13,21-Jun-11
Pedda Walgot,21.97199397,81.89918197,5.658169482,227.3637009,rice,17,22-Jun-11
Pothnur,26.22916897,83.83625819,5.543360238,286.5083725,rice,33,23-Jun-11
Ramadugu,23.44676801,84.79352417,6.215109715,283.9338466,rice,56,24-Jun-11
Ravutla,25.65553461,83.47021081,7.120272972,217.3788583,rice,63,25-Jun-11
Sirkonda,6.323969079,82.45432595,5.950647577,267.9761948,rice,135,26-Jun-11
Thatpalle,20.2801937,82.1235421,7.236705436,191.9535738,rice,282,27-Jun-11
Thumpalle,21.7238313,80.2389895,7.236705436,277.9626192,rice,467,28-Jun-11
Aklur,20.41447029,82.20802629,7.592490617,245.1511304,rice,845,29-Jun-11
Ameenapur,25.75528612,83.51827127,5.875345751,245.6626799,rice,884,30-Jun-11
Anksapur,20.61521424,83.77345559,6.932400225,279.5451717,rice,969,01-Jul-11
Janakampeta,6.323969079,80.72886384,6.946209881,202.3838319,rice,1176,02-Jul-11
Komanpalle,20.08369642,83.29114712,5.739175027,263.6372176,rice,1125,03-Jul-11
Kothapalle,24.45802087,82.74835604,6.738652179,182.5616319,rice,1087,04-Jul-11
Kuknur,21.14347496,80.33502926,5.594819626,198.6730942,rice,1094,05-Jul-11
Lakhora,25.78720567,82.11124033,6.946636369,243.5120414,rice,928,06-Jul-11
Mothe,23.64124821,80.28597873,5.012139669,6.323969079,rice,1111,07-Jul-11
Narkhoda,23.43191632,80.56887849,6.363472208,269.5039162,rice,980,08-Jul-11
Padgal,24.97669518,83.891805,6.880431223,204.8001847,rice,1029,09-Jul-11
Pochampalle,22.72791041,82.1706881,7.300410836,260.8875056,rice,1217,10-Jul-11
Ramannapet,24.87300744,82.84022551,6.587918708,295.6094492,rice,729,11-Jul-11
Sahebpet,21.32376327,82.63941394,7.283736617,192.3197536,rice,350,12-Jul-11
Velpur,26.29465461,84.56919326,7.023936392,257.4914906,rice,172,13-Jul-11
Venkatapur,22.2286982,81.85872947,6.939083505,278.0791793,rice,80,14-Jul-11
Wadi,26.73072391,81.78596776,7.868474653,280.4044392,rice,26,15-Jul-11
Bajidapur,24.88921174,81.97927117,5.005306977,185.9461429,rice,96,16-Jul-11
Chandur,26.88444878,81.46033732,6.136131869,194.5766559,rice,97,17-Jul-11
Chintakunta,22.67846116,83.72874389,7.524080076,200.9133156,rice,133,18-Jul-11
Ghanpur,26.08867875,80.37979919,5.706943251,182.9043504,rice,320,19-Jul-11
Govoor,25.42977518,82.94682591,5.758506323,195.3574542,rice,528,20-Jul-11
Humnapur,26.40323239,81.05635517,6.349606327,223.3671883,rice,591,21-Jul-11
Jakora,26.04371967,84.96907151,5.999969026,186.7536773,rice,866,22-Jul-11
Jalalpur,25.2827223,80.54372813,5.453592032,220.1156708,rice,807,23-Jul-11
Karegaon,22.08576562,83.47038318,6.372576327,231.7364957,rice,741,24-Jul-11
Khunipur,23.28617173,81.43321641,5.105588355,242.3170629,rice,768,25-Jul-11
Laxmapur,25.48591986,81.40633547,5.935344406,182.6549356,rice,657,26-Jul-11
Mallaram,23.67575393,81.03569343,5.17782304,233.7034975,rice,687,27-Jul-11
Medpalle,20.82477109,84.1341879,6.462391607,230.2242223,rice,752,28-Jul-11
Mosra,26.92995077,81.91411159,7.069172227,290.6793783,rice,1063,29-Jul-11
Moulalipur,23.83509503,83.88387074,7.473134377,6.323969079,rice,849,30-Jul-11
Pedmal,26.52872817,80.12267476,6.158376967,218.9163567,rice,696,31-Jul-11
Rajpet,26.46428311,83.85642678,7.549873681,248.2256491,rice,588,01-Aug-11
Sayeedpur,22.69657794,6.323969079,6.028321558,256.9964761,rice,710,02-Aug-11
Shankora,22.68319059,83.46358271,6.604993475,194.2651719,rice,773,03-Aug-11
Siddapur,21.53346343,82.14004101,6.500343222,295.9248796,rice,523,04-Aug-11
Taglepalle,21.40865769,83.3293191,5.935745417,287.5766935,rice,324,05-Aug-11
Thimmapur,26.54348085,84.67353597,7.072655622,183.6222657,rice,352,06-Aug-11
Varni,23.35905428,83.59512273,5.333322606,188.413665,rice,178,07-Aug-11
Ambam,31.48468379,50.66105961,6.898283926,78.67221693,wheat,83,08-Aug-11
Brahammanpalle,23.22281906,59.31511313,6.277126912,108.6591857,wheat,38,09-Aug-11
Ibrahimpur,6.323969079,59.08183914,6.777815868,96.15004854,wheat,39,10-Aug-11
Jaithapur,29.1445857,52.03325153,6.636011826,6.323969079,wheat,60,11-Aug-11
Jamlam,22.45072926,6.323969079,6.621852926,102.5746649,wheat,280,12-Aug-11
Jankampet,33.86234244,51.18584832,6.534570427,100.9176088,wheat,386,13-Aug-11
Kurnapalle,26.64588548,57.80160525,6.86457445,101.2399862,wheat,396,14-Aug-11
Mallepahad,29.36844736,54.46588987,6.661889181,146.9927661,wheat,780,15-Aug-11
Mangalpahad,32.88585306,53.10941724,6.403792662,82.66761245,wheat,683,16-Aug-11
Pocharam,26.16451456,58.42549605,6.478950147,114.523192,wheat,1016,17-Aug-11
Thanekalan,32.7874383,52.10621259,6.46287051,137.3148173,wheat,1098,18-Aug-11
Yedpalle,30.85433994,54.23237016,6.325581948,158.335716,wheat,1074,19-Aug-11
Battapur,32.81296537,59.77332042,6.36961687,135.892958,wheat,1048,20-Aug-11
Domchanda,21.63742097,52.15672023,6.904246873,127.94704,wheat,898,21-Aug-11
Gumeriyal,21.56081364,58.24317828,6.641266386,120.3062225,wheat,1299,22-Aug-11
Tadla Rampur,24.91898014,56.57494308,6.577047814,157.6254107,wheat,1075,23-Aug-11
Tadpakal,23.3675234,6.323969079,6.290553118,119.4179161,wheat,513,24-Aug-11
Thurat,32.61168513,53.43450388,6.432582812,129.0833029,wheat,1120,25-Aug-11
Yergatla,32.98761855,56.91380716,6.720389552,157.8209829,wheat,1046,26-Aug-11
Ameenapur,21.1671627,50.76765874,6.917991832,84.09900369,wheat,424,27-Aug-11
Ameenpur,32.29245075,57.77217857,6.176585923,107.7013803,wheat,646,28-Aug-11
Ilapur,31.85745209,58.78096546,6.767201101,6.323969079,wheat,656,29-Aug-11
Kishtareddipet,20.46228174,52.60336141,6.358830803,88.64082953,wheat,372,30-Aug-11
Patelguda,30.20210041,50.1380326,6.408720502,159.637369,wheat,166,31-Aug-11
Renlagadda  (DP),32.83804521,57.00195681,6.054040722,138.8577307,wheat,42,01-Sept-11
Sultanpur,28.64841334,56.59916797,6.53954388,136.3002864,wheat,103,02-Sept-11
Wadakpally,33.20749638,52.51777152,6.54841022,158.9074287,wheat,205,03-Sept-11
Ward - 01,30.8789865,58.21944052,6.546858671,104.7971044,wheat,323,04-Sept-11
Ward -02,23.26796952,55.62757951,6.230511475,144.790146,wheat,769,05-Sept-11
Ward - 03,6.323969079,54.04316819,6.593136467,102.9943581,wheat,863,06-Sept-11
Ward - 04,33.95209584,59.4699163,6.640428943,133.3803746,wheat,1351,07-Sept-11
Ward - 05,20.09136946,53.97223311,6.207077353,125.2942205,wheat,1270,08-Sept-11
Ward - 06,26.08577313,56.06768745,6.00834863,6.323969079,wheat,1159,09-Sept-11
Ward - 07,22.09104373,56.25209511,6.875602788,84.30277408,wheat,1056,10-Sept-11
Ward - 08,33.95105177,54.15593399,6.377430001,159.7094503,wheat,1261,11-Sept-11
Ward - 09,28.53146346,51.51158498,6.86342785,79.13672088,wheat,1199,12-Sept-11
Ward - 10,28.00510977,55.17019342,6.830847712,115.4433552,wheat,1183,13-Sept-11
Ward - 11,27.04402781,59.13144774,6.253928101,144.133609,wheat,1156,14-Sept-11
Ward - 12,6.323969079,50.01891663,6.689747085,102.0858776,wheat,1164,15-Sept-11
Ward - 13,31.61960395,51.08614902,6.583213487,135.2358305,wheat,1213,16-Sept-11
Ward - 14,27.50568957,54.01820397,6.161839979,114.8541306,wheat,997,17-Sept-11
Ward - 15,24.33278733,56.12417545,6.103348652,109.1351681,wheat,743,18-Sept-11
Ward - 16,28.72164631,59.37579557,6.743792045,121.4840528,wheat,1121,19-Sept-11
Ward - 17,25.28101255,51.19969856,6.291139182,96.52795631,wheat,895,20-Sept-11
Ward - 18,30.83055881,56.65623952,6.477394823,153.4808896,wheat,768,21-Sept-11
Ward - 19,24.78475421,54.86675337,6.324058546,161.7501599,wheat,283,22-Sept-11
Ward - 20,21.2500493,50.54668411,6.395707486,76.73202842,wheat,152,23-Sept-11
Ward - 21,22.71147615,51.51443588,6.187386059,82.51483333,wheat,65,24-Sept-11
Ward - 22,28.98830116,57.96458855,6.598386095,154.1027485,wheat,23,25-Sept-11
Ward - 23,26.66935651,54.10971217,6.094391879,77.69415355,wheat,70,26-Sept-11
Ward - 24,26.44910438,51.15043087,6.364014181,85.87718731,wheat,46,27-Sept-11
Aksanpally,25.15272442,51.54767082,6.092065594,6.323969079,wheat,228,28-Sept-11
Almaipet,22.15367553,58.34318338,6.624886074,105.7586828,wheat,371,29-Sept-11
ANANTHASAGAR,22.16269576,58.90741579,6.540173202,103.4171832,wheat,640,30-Sept-11
Andole,25.99183159,52.61899038,6.60246342,124.9172678,wheat,1005,01-Oct-11
Annasagar,27.65509604,53.92601391,6.276107098,85.77839497,wheat,918,02-Oct-11
Brahmanpally,28.59943017,57.85268636,6.159415985,146.3208345,wheat,1009,03-Oct-11
Chintakunta,21.80851548,50.5096322,6.506951286,6.323969079,wheat,749,04-Oct-11
Dakoor,24.586226,50.25912969,6.507618946,98.73003058,wheat,808,05-Oct-11
Danampally,28.75736442,6.323969079,6.226465334,116.1287685,wheat,973,06-Oct-11
Jogipet,25.53649642,53.97363189,6.178633084,89.72013147,wheat,1148,07-Oct-11
Kansanpally,28.86914133,50.50983056,6.457965853,89.11392893,wheat,1085,08-Oct-11
Kichanapally,23.20653917,57.75517139,6.323969079,135.6644149,wheat,1142,09-Oct-11
Kodekal,30.03447137,57.16714071,6.66999862,128.2064115,wheat,1120,10-Oct-11
Kondareddipally,22.69094467,53.86422324,6.213296759,140.4013334,wheat,635,11-Oct-11
Mansanpally,21.8236595,59.64581441,6.849236311,139.1544624,wheat,1039,12-Oct-11
Masanpally,6.323969079,55.21660738,6.321308622,6.323969079,wheat,1045,13-Oct-11
Nadlapur,31.76167796,57.72743864,6.198411713,82.10434989,wheat,787,14-Oct-11
Neradigunta,31.32720734,54.17967763,6.621678462,144.8018325,wheat,622,15-Oct-11
Posanipet,32.25321056,53.68391381,6.804891621,106.0760607,wheat,173,16-Oct-11
Pothireddypally,20.40661421,55.50882624,6.476640786,100.659201,wheat,71,17-Oct-11
Ramsanpally,28.9138963,54.10859843,6.289688565,153.1256813,wheat,16,18-Oct-11
Rollapahad,21.3272581,50.74277753,6.032033678,86.54737814,wheat,34,19-Oct-11
Saibanpet,23.41584543,59.98962806,6.211739299,131.959498,wheat,70,20-Oct-11
Sangupet,33.8708865,56.78024695,6.756850847,91.72867099,wheat,62,21-Oct-11
Serimallareddipally,23.92271434,52.27758641,6.755050225,137.3473567,wheat,292,22-Oct-11
Tadamanoor,23.57774533,55.62655185,6.563359708,141.3680666,wheat,620,23-Oct-11
Talema,23.9388272,54.87291737,6.901182568,146.6616428,wheat,691,24-Oct-11
Yerraram,22.71215545,54.72066163,6.002569182,94.83486133,wheat,1032,25-Oct-11
Andole (Urban),27.62626513,52.23017432,6.422694318,100.3168624,wheat,693,26-Oct-11
Annanthasagar,30.88267511,52.69713089,6.97323945,162.9129631,wheat,958,27-Oct-11
Brahamanapally,21.61239794,57.22063124,6.477667597,141.8402571,wheat,823,28-Oct-11
Jogipet,33.70567542,56.05223695,6.626533863,118.5550251,wheat,1064,29-Oct-11
Ward - 01,29.89576763,58.17888122,6.949032941,159.9218668,wheat,882,30-Oct-11
Ward -02,28.39103747,56.64521207,6.268937169,138.0059458,wheat,939,31-Oct-11
Ward - 03,28.69331555,59.97943297,6.976582042,97.92564513,wheat,1137,01-Nov-11
Ward - 04,24.26818049,52.09864128,6.3492459,95.83816153,wheat,1173,02-Nov-11
Ward - 05,25.41082075,57.40584681,6.535456802,92.06522861,wheat,1076,03-Nov-11
Ward - 06,29.83448534,52.92281,6.193914417,79.23405577,wheat,766,04-Nov-11
Ward - 07,21.43816465,58.82464004,6.410775773,128.8619472,wheat,879,05-Nov-11
Ward - 08,30.34034318,51.68419575,6.841239388,90.20001424,wheat,970,06-Nov-11
Ward - 09,22.40555923,57.23637673,6.68765778,162.8889752,wheat,776,07-Nov-11
Ward - 10,22.66469526,51.51783824,6.298165084,145.3105423,wheat,491,08-Nov-11
Ward - 11,27.74080015,56.38574223,6.02697455,111.3764672,wheat,37,09-Nov-11
Ward - 12,30.85454844,57.48603099,6.932325656,86.40096727,wheat,5,10-Nov-11
Ward - 13,27.94020348,58.04350805,6.761467373,103.0601137,wheat,8,11-Nov-11
Ward - 14,25.58747374,53.56736054,6.506045777,156.9663176,wheat,9,12-Nov-11
Ward - 15,21.96790926,55.48066752,6.109296604,103.8796274,wheat,32,13-Nov-11
Ward - 16,28.13171727,51.23308614,6.332155515,140.9134931,wheat,54,14-Nov-11
Ward - 17,32.83179905,57.8682587,6.901257558,128.889532,wheat,278,15-Nov-11
Ward - 18,27.43329405,87.80507732,7.18530147,54.73367631,Mung Bean,478,16-Nov-11
Ward - 19,28.3340432,80.77275974,7.034214276,38.7976407,Mung Bean,656,17-Nov-11
Ward - 20,27.01470397,84.34262707,6.635968698,55.296354,Mung Bean,717,18-Nov-11
Ward - 21,28.17432665,81.04554836,6.828187499,36.35720652,Mung Bean,779,19-Nov-11
Ward - 22,29.87888063,87.32761241,6.89077995,44.75215854,Mung Bean,965,20-Nov-11
Annaram,29.89232778,89.71503316,7.165121109,42.99498978,Mung Bean,1067,21-Nov-11
